vehicle_engine_id,vehicle_model_id,engine,hp,engine_code
1329,221,2.5 TDI 4motion,96,BNZ
1330,222,2.5 TDI 4motion,96,AXD
1331,222,2.5 TDI 4motion,96,BNZ
1332,222,2.5 TDI,96,AXD
1333,222,2.5 TDI,96,BNZ
1334,223,2.5 TDI 4motion,96,AXD
1335,223,2.5 TDI 4motion,96,BNZ
1336,223,2.5 TDI,96,AXD
1337,223,2.5 TDI,96,BNZ
1338,224,2.5 TDI 4motion,96,AXD
1339,224,2.5 TDI 4motion,96,BNZ
1340,224,2.5 TDI,96,AXD
1341,224,2.5 TDI,96,BNZ
1342,191,2.0 TDI quattro,100,CAGB
1343,191,2.0 TDI quattro,100,CJCB
1344,191,2.0 TDI quattro,100,CSUB
1345,191,2.0 TDI quattro,125,CAHA
1346,191,2.0 TDI quattro,120,CAHB
1347,191,2.0 TDI quattro,120,CGLD
1348,191,2.0 TDI quattro,120,CNHC
1349,191,2.0 TDI quattro,105,CJCA
1350,191,2.0 TDI quattro,105,CAGA
1351,192,2.0 TDI,88,CJCC
1352,192,2.0 TDI,88,CAGC
1353,192,2.0 TDI,125,CAHA
1354,192,2.0 TDI,100,CAGB
1355,192,2.0 TDI,100,CJCB
1356,192,2.0 TDI,100,CSUB
1357,192,2.0 TDI quattro,105,CJCA
1358,192,2.0 TDI quattro,105,CAGA
1359,192,2.0 TDI quattro,125,CAHA
1360,192,2.0 TDI,105,CJCA
1361,192,2.0 TDI,105,CAGA
1362,192,2.0 TDI,105,CMFA
1363,192,2.0 TDI,105,CMEA
1364,192,2.0 TDI,120,CAHB
1365,192,2.0 TDI,120,CGLD
1366,192,2.0 TDI,120,CNHC
1367,193,2.0 TDI quattro,125,CAHA
1368,193,2.0 TDI,105,CJCA
1369,193,2.0 TDI,105,CAGA
1370,193,2.0 TDI,105,CMFA
1371,193,2.0 TDI,105,CMEA
1372,193,2.0 TDI,100,CAGB
1373,193,2.0 TDI,100,CJCB
1374,193,2.0 TDI,100,CSUB
1375,193,2.0 TDI,120,CAHB
1376,193,2.0 TDI,120,CGLD
1377,193,2.0 TDI,120,CNHC
1378,193,2.0 TDI quattro,105,CJCA
1379,193,2.0 TDI quattro,105,CAGA
1380,193,2.0 TDI,125,CAHA
1381,193,2.0 TDI,88,CJCC
1382,193,2.0 TDI,88,CAGC
1383,195,2.0 TDI,125,CAHA
1384,195,2.0 TDI quattro,125,CAHA
1385,195,2.0 TDI,120,CAHB
1386,195,2.0 TDI,120,CGLD
1387,195,2.0 TDI,120,CNHC
1388,196,2.0 TDI,125,CAHA
1389,196,2.0 TDI,120,CAHB
1390,196,2.0 TDI,120,CGLD
1391,196,2.0 TDI,105,CJCA
1392,197,2.0 TDI,100,CAGB
1393,197,2.0 TDI,100,CJCB
1394,197,2.0 TDI,100,CSUB
1395,197,2.0 TDI quattro,125,CAHA
1396,197,2.0 TDI,105,CJCA
1397,197,2.0 TDI,105,CAGA
1398,197,2.0 TDI,105,CMFA
1399,197,2.0 TDI,105,CMEA
1400,197,2.0 TDI,120,CAHB
1401,197,2.0 TDI,120,CGLD
1402,197,2.0 TDI,120,CNHC
1403,197,2.0 TDI,125,CAHA
1404,225,2.0 TDI,120,CAHB
1405,225,2.0 TDI,125,CAHA
1406,225,2.0 TDI,100,BNA
1407,225,2.0 TDI,100,CAGB
1408,225,2.0 TDI,100,BRF
1409,226,2.0 TDI,120,CAHB
1410,226,2.0 TDI,100,BNA
1411,226,2.0 TDI,100,CAGB
1412,226,2.0 TDI,100,BRF
1413,226,2.0 TDI,125,CAHA
1414,200,2.0 TDI,100,CJCB
1415,200,2.0 TDI,100,CSUB
1416,200,2.0 TDI quattro,125,CGLB
1417,200,2.0 TDI quattro,125,CMGA
1418,200,2.0 TDI quattro,125,CAHA
1419,200,2.0 TDI quattro,100,CAGB
1420,200,2.0 TDI quattro,100,CJCB
1421,200,2.0 TDI quattro,100,CSUB
1422,200,2.0 TDI,105,CJCA
1423,200,2.0 TDI quattro,105,CJCA
1424,200,2.0 TDI quattro,105,CAGA
1425,200,2.0 TDI quattro,120,CAHB
1426,200,2.0 TDI quattro,120,CGLA
1427,200,2.0 TDI quattro,120,CGLD
1428,200,2.0 TDI quattro,120,CNHC
1429,227,2.0 TDI quattro,125,CAHA
1430,227,2.0 TDI quattro,125,CGLB
1431,228,2.0 TDI,125,CAHA
1432,228,2.0 TDI,125,CGLB
1433,229,2.0 TDI,125,CAHA
1434,229,2.0 TDI,125,CGLB
1435,201,116 i,90,N43 B20 A
1436,201,120 i,125,N43 B20 A
1437,201,120 i,120,N43 B20 A
1438,201,118 i,105,N43 B20 A
1439,202,118 i,105,N43 B20 A
1440,202,120 i,120,N43 B20 A
1441,202,120 i,125,N43 B20 A
1442,203,120 i,125,N43 B20 A
1443,38,320 i,125,N43 B20 A
1444,38,318 i,105,N43 B20 A
1445,38,320 i,120,N43 B20 A
1446,230,320 i,120,N43 B20 A
1447,230,320 i,125,N43 B20 A
1448,230,320 d,130,N47 D20 A
1449,230,320 d,130,N47 D20 C
1450,230,318 i,105,N43 B20 A
1451,230,320 d,145,N47 D20 A
1452,230,320 d,145,N47 D20 C
1453,230,320 d,147,N47 D20 C
1454,231,320 d,145,N47 D20 A
1455,231,320 d,145,N47 D20 C
1456,231,320 d,130,N47 D20 A
1457,231,320 d,130,N47 D20 C
1458,231,320 d,147,N47 D20 C
1459,231,320 d xDrive,120,N47 D20 C
1460,231,320 d xDrive,145,N47 D20 C
1461,231,320 i,120,N43 B20 A
1462,231,320 i,125,N43 B20 A
1463,231,318 i,105,N43 B20 A
1464,231,320 d xDrive,147,N47 D20 C
1465,231,320 d xDrive,130,N47 D20 C
1466,232,320 d,147,N47 D20 C
1467,232,320 i,120,N43 B20 A
1468,232,320 d xDrive,145,N47 D20 C
1469,232,320 d,120,N47 D20 C
1470,232,320 d,120,M47 D20
1471,232,320 d,120,N47 D20 A
1472,232,320 d xDrive,120,N47 D20 C
1473,232,320 d,130,N47 D20 A
1474,232,320 d,130,N47 D20 C
1475,232,320 d xDrive,130,N47 D20 C
1476,232,320 d xDrive,147,N47 D20 C
1477,232,320 i,125,N43 B20 A
1478,232,318 i,105,N43 B20 A
1479,232,320 d,145,N47 D20 A
1480,232,320 d,145,N47 D20 C
1481,204,520 i,125,N43 B20 A
1482,204,520 i,120,N43 B20 A
1483,233,520 i,125,N43 B20 A
1484,233,520 i,120,N43 B20 A
1485,233,520 d,120,N47 D20 C
1486,233,520 d,120,M47 D20
1487,233,520 d,120,N47 D20 A
1488,233,520 d,130,N47 D20 A
1489,233,520 d,130,N47 D20 C
1490,42,2.0 d,110,M47 D20
1491,42,xDrive 20 d,120,B47 D20 A
